,gage_id,year,burned_area,basin_area,burned_prop,snowy_area,snowy_burned_area,snowy_prop,sba_xs_prop,sba_prop
35,11152000,2008.0,350343310.6366139,625127108.2674456,0.5604353194786235,1656189.0021441565,1656189.0021441565,0.0026493635938046635,0.0020779680031214245,0.004727331596926088
36,11176400,2003.0,38386834.16559999,338557477.3713864,0.1133835071776923,0.0,0.0,0.0,0.0,0.0
37,11186000,2002.0,510945554.771524,2190524520.176631,0.2332526068826312,2183690486.2218614,504168853.2675948,0.9968801837679413,-0.010143243678423342,0.986736940089518
38,11381500,1999.0,157214702.39077637,337632386.2682109,0.4656386910285526,161181270.78420898,4247887.215684331,0.4773868779761211,-0.45036722172841415,0.02701965624770696
39,11383500,1990.0,114722602.4385009,539779240.9212106,0.21253615133977796,330816645.3391296,291369.5076340448,0.6128739682069722,-0.6103341939912483,0.0025397742157238687
40,11427700,2001.0,10118559.697704565,25522494.07087673,0.39645654024269816,25522494.070876695,10118559.697704595,0.9999999999999987,4.218847493575595e-15,1.0000000000000029
41,11449500,2015.0,19185736.264677573,95334029.1299039,0.201247512979177,0.0,0.0,0.0,0.0,0.0
42,11451100,2018.0,155093016.686575,155093016.68657482,1.000000000000001,4576042.050158253,4576042.050158253,0.02950514567271529,-3.469446951953614e-17,0.029505145672715255
43,11473900,2012.0,176074818.2093057,1925021676.0662253,0.09146640809214883,771893292.0749162,75805701.7198787,0.40097901320897195,0.029552180807460693,0.43053119401643264
44,11478500,2015.0,96033481.1159382,572379125.8385243,0.16777949575860407,265404703.06566346,81032234.78554235,0.46368690101486615,0.38010459590811513,0.8437914969229813
45,11521500,2018.0,116197605.50317526,309664953.63267744,0.3752365391693892,226319446.74309155,113397082.76270959,0.730852633106006,0.2450459860751858,0.9758986191811918
46,11522500,1987.0,384301700.29520667,1943120716.166375,0.19777551497335885,1221185033.7453034,181127921.83729628,0.6284658609139868,-0.15714886778551418,0.47131699312847264
47,11528700,2015.0,301295668.4910849,1980086330.9239354,0.15216289501402505,682731473.409055,79581387.92646666,0.3447988417204431,-0.08066830069734371,0.2641305410230994
48,11532500,2002.0,298491506.64242476,1577962630.0598142,0.18916259546090147,714544816.6563556,241526851.29991302,0.4528274643799835,0.35633073920417396,0.8091582035841575
49,12332000,2017.0,175209774.7810952,315148928.22585267,0.5559586566498822,315148928.2258529,175209774.7810952,1.0000000000000007,-6.661338147750939e-16,1.0
50,12344000,2000.0,811328089.7343563,2718676698.6145124,0.298427573292486,2715818942.7008066,811328089.7343559,0.9989488430473685,0.0010511569526310272,0.9999999999999996
51,12358500,2003.0,300024627.6633742,2939192119.8452234,0.10207724280343176,2914678526.958449,292981440.2155869,0.991659751425822,-0.01513511577387705,0.9765246356519449
52,12389500,2007.0,248119052.38557497,1651871276.7212405,0.15020483489370945,1647714058.0961595,248119052.38557535,0.9974833277364489,0.0025166722635526773,1.0000000000000016
53,12447390,2003.0,55837064.109252624,58100451.64280984,0.9610435466582588,58100451.642809816,55837064.109252594,0.9999999999999997,-2.220446049250313e-16,0.9999999999999994
54,12452800,2015.0,97214605.04927215,526354789.0315758,0.18469406391862483,526354789.03157526,97214605.0492722,0.999999999999999,1.4432899320127035e-15,1.0000000000000004
55,12488500,2017.0,68201750.60406208,205170424.42849544,0.3324151168183174,205170424.42849627,68201750.60406205,1.000000000000004,-4.440892098500626e-15,0.9999999999999996
56,13011500,1988.0,160935441.84884408,404076061.01069325,0.3982800699608512,404076061.01069117,160935441.84884405,0.9999999999999948,4.9960036108132044e-15,0.9999999999999998
57,13011900,2012.0,135858425.32466096,851793031.805179,0.15949699076164117,851793031.8051783,135858425.32466158,0.9999999999999991,5.551115123125783e-15,1.0000000000000047
58,13047500,1988.0,70572552.73948884,799998064.0309395,0.08821590440343802,799998064.0309399,70572552.73948891,1.0000000000000007,4.440892098500626e-16,1.000000000000001
59,13185000,1994.0,594358501.2283844,2154388538.181518,0.2758826881478269,2154388538.181518,594358501.228381,1.0,-5.662137425588298e-15,0.9999999999999943
60,13186000,2012.0,219207720.43542632,1660134151.9907274,0.13204217271993735,1660134151.9907184,219207720.4354265,0.9999999999999946,6.328271240363392e-15,1.0000000000000009
61,13235000,1989.0,177034741.5693112,1163230242.9758704,0.15219234767865603,1163230242.9758704,177034741.56931126,1.0,4.440892098500626e-16,1.0000000000000004
62,13240000,1994.0,20690689.189694446,125570035.4163931,0.1647740969498308,125570035.41639316,20690689.189694412,1.0000000000000004,-2.1094237467877974e-15,0.9999999999999983
63,13258500,2018.0,112720407.77391389,1540317513.7153516,0.07317998189998147,1540317513.7153504,112720407.77391352,0.9999999999999992,-2.55351295663786e-15,0.9999999999999967
64,13313000,2007.0,381594462.99529076,561936020.4116623,0.6790710136640516,561936020.4116625,381594463.25097257,1.0000000000000002,6.700351384836267e-10,1.0000000006700354
65,13336500,2012.0,670526884.3134218,4959466353.649179,0.13520141815662234,4950902275.051731,670526884.3134207,0.9982731854625555,0.0017268145374427224,0.9999999999999982
66,13337000,2012.0,284159416.10383034,3053429750.5300493,0.09306237225680489,3049159540.1653996,284159416.10383046,0.9986015036488367,0.001398496351163736,1.0000000000000004
67,14097100,1996.0,223158854.50356317,1361541238.3929567,0.16390164925666167,1090334519.4455686,92327926.61035435,0.8008090307514324,-0.3870771767510788,0.4137318540003536
68,14158500,2003.0,20196755.311058227,237080454.57369438,0.08518945750873884,237080454.5736954,20196755.311058227,1.0000000000000042,-4.218847493575595e-15,1.0
69,14178000,2003.0,63324518.305917904,557684357.1896238,0.11354903089811125,520044181.92976797,63324518.30591774,0.9325063097528169,0.06749369024718055,0.9999999999999974
70,14308000,2002.0,276369057.02890295,1167251846.1885202,0.2367690039911637,507263309.2934375,124954804.88147277,0.4345791449804317,0.01755108343513534,0.45213022841556705
71,14400000,2017.0,570388049.2415656,702632699.0931576,0.8117869407127342,345848775.8361858,223343611.33556327,0.49221844682513405,-0.1006541220947349,0.39156432473039915
